sku,title,description,price,retail_price,images,category,sub_category,brand,width,height,depth,location
11811538,Vintage Outdoor Metal Patio Side Table & 2 Folding Chairs - a Trio,"This perfectly patinated outdoor garden trio, consisting of two folding chairs and one table, will be the perfect addition to that quiet, artfully overgrown nook, or have them redone for a fresher, cleaner look.

Number of seats (chair, couch, or bench): 1
Seat height (chair, couch, or bench): 18.5
Seat interior depth (chair, couch, or bench): 15.25
Seat interior width (chair, couch, or bench): 16-14.5

ITEM DIMENSIONS (in inches)
Width: 15.5
Depth: 20.25
Height or Length: 39.3

SHIPPING DIMENSIONS (in inches)
Shipping Width: 15.5
Shipping Depth: 28
Shipping Height or Length: 42.5

30 lb

Number of Items in Set: 3
Number of Separate Pieces or Parts: 3

Chair 1 Unfolded: 20.25&quot;L by 15.5&quot;W by 39.3&quot;H, 12 lb
Chair 2 Folded: 7&quot;L by 15.5&quot;W by 42.5&quot;H, 12 lb
Side Table: 14.15&quot;L by 14.15&quot;W by 17.8&quot;H, 6 lb",375,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/f1793e70-c155-4a75-a920-a9cd8a912508/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-7352', 'https://chairish-prod.freetls.fastly.net/image/product/sized/13779a6f-1e9d-46d5-8fb8-4e107b673dd7/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-4794', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b35da205-4087-45c1-8621-293ef53abaf4/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-9910', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d73c9ccd-f630-4835-831c-23c7c5c5fce0/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-1483', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d2cd5f76-3b26-4522-add9-b1f7cdcd5e32/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-9817', 'https://chairish-prod.freetls.fastly.net/image/product/sized/9773dcc7-e975-4ce2-b377-8f65be117a28/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-6762', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3d20c363-41ef-4b02-94a5-39339e5bfeaa/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-3121', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f81eaec8-6485-44f6-9708-684db1d0efe1/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-7511', 'https://chairish-prod.freetls.fastly.net/image/product/sized/fc2dc196-5306-46a2-96ac-7478dd970916/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-1591', 'https://chairish-prod.freetls.fastly.net/image/product/sized/380154cd-7892-4c2c-b4be-003293977bd6/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-7994', 'https://chairish-prod.freetls.fastly.net/image/product/sized/26d34691-f5b8-4bff-ab59-c291aaa09734/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-2166', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f1793e70-c155-4a75-a920-a9cd8a912508/vintage-outdoor-metal-patio-side-table-and-2-folding-chairs-a-trio-7352']",Outdoor,Patio & Garden Furniture,,15,39,20,"Richmond, CA"
13512614,Vintage Off White Cream and Gold French Provincial Queen Sized Headboard With Bedframe,"You&#x27;ll love the timeless elegance and the soft curves of this vintage french provincial headboard. Done in a lovely cream antique off white with gold accents, and lots of perfectly imperfect patina, it&#x27;s sure to make an impact and bring a sense of nostalgia to your space.

Middle of headboard height (bed):
Bottom of headboard height (bed):

ITEM DIMENSIONS (in inches)
Width: 60
Depth: 1.5
Height or Length: 42.25

SHIPPING DIMENSIONS (in inches)
Shipping Width:
Shipping Depth:
Shipping Height or Length:

22 lb

Number of Items in Set: 1
Number of Separate Pieces or Parts: 4

Headboard: 1.5&quot;L by 60&quot;W by 42.25&quot;H, 22 lb
Metal Bed Frame: &quot;L by &quot;W by &quot;H, lb",675,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/911ab7d5-342a-4103-829f-26d5b15c6bf8/vintage-off-white-cream-and-gold-french-provincial-queen-sized-headboard-with-bedframe-0606', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f71115a9-2fe7-4c80-8077-411014df4288/vintage-off-white-cream-and-gold-french-provincial-queen-sized-headboard-with-bedframe-8967', 'https://chairish-prod.freetls.fastly.net/image/product/sized/17889c0f-2fb6-4970-87b1-62f73971085f/vintage-off-white-cream-and-gold-french-provincial-queen-sized-headboard-with-bedframe-9846', 'https://chairish-prod.freetls.fastly.net/image/product/sized/94d9b325-ab0b-48cc-8766-b9dc62891255/vintage-off-white-cream-and-gold-french-provincial-queen-sized-headboard-with-bedframe-1108', 'https://chairish-prod.freetls.fastly.net/image/product/sized/911ab7d5-342a-4103-829f-26d5b15c6bf8/vintage-off-white-cream-and-gold-french-provincial-queen-sized-headboard-with-bedframe-0606']",Furniture,Beds,,60,42,1,"Richmond, CA"
11811377,Vintage 1960s Ornate 5 Arm Trumpet Chandelier With Ribbon Details,"Delicate, ornately adorned trumpet tubes curve around in almost exaggerated large round loops, terminating in stunning mouthpiece from which sprouts each candle. This trumpet style chandelier is truly something special and will definitely make that impact you&#x27;re looking for.

ITEM DIMENSIONS (in inches)
Width: 23
Depth: 23
Height or Length: 24.25

SHIPPING DIMENSIONS (in inches)
Shipping Width:
Shipping Depth:
Shipping Height or Length:

Condition: Wear consistent with age and use, Please see photos. Photos are representative of the most noticeable blemishes and do not constitute a complete catalog of every flaw We were told the wiring was in good working order buy have not verified.

11.5 lb

Number of Items in Set:
Number of Separate Pieces or Parts:",850,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/03fd4a65-1d89-4000-9901-3f78757970ef/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-6813', 'https://chairish-prod.freetls.fastly.net/image/product/sized/83608347-5a3b-4278-b40f-47cca5fa0eb3/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-2037', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e294225a-a422-47fd-897a-8555c4d171be/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-2953', 'https://chairish-prod.freetls.fastly.net/image/product/sized/48b8e60d-cf14-4093-9acd-abc2b110f7f9/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-5402', 'https://chairish-prod.freetls.fastly.net/image/product/sized/60f5d9d6-9f91-4cc3-8508-163b36409787/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-9119', 'https://chairish-prod.freetls.fastly.net/image/product/sized/700dc0d1-fa63-4166-adc5-41498044f318/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-0978', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3d045c95-716d-4592-ad33-18de2b6e0a08/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-9298', 'https://chairish-prod.freetls.fastly.net/image/product/sized/03fd4a65-1d89-4000-9901-3f78757970ef/vintage-1960s-ornate-5-arm-trumpet-chandelier-with-ribbon-details-6813']",Lighting,Chandeliers & Pendants,,23,24,23,"Richmond, CA"
11805256,Antique Quartersawn Golden Tiger Oak 4 Drawer Filing Cabinet,"Add some pomp and circumstance to your workspace with this stately old antique quartersawn tiger oak file cabinet. Every time you use it you&#x27;ll be transported to a bygone era full of nostalgia, where everything was more tangible and things were built to last.

Number of drawers (casepiece): 4

ITEM DIMENSIONS (in inches)
Width: 19.5
Depth: 28.2
Height or Length: 52.45

SHIPPING DIMENSIONS (in inches)
Shipping Width: 19.5
Shipping Depth: 28.2
Shipping Height or Length: 52.45

Condition: Wear consistent with age and use, Original finish, Please see photos. Photos are representative of the most noticeable blemishes and do not constitute a complete catalog of every flaw, &quot;Wear and patina are a part of the appeal of this piece. As such, no discounts will be given for flaws&quot; There is a chunk of wood missing at the back bottom of the base on the right side (if you&#x27;re facing the cabinet the side on your right). There is some craqueleture in the finish. We tried to get a closeup but its a bit hard to see in the photo. We think it&#x27;s part of the desirable aging of the cabinet though. Some general scuffing and wear, the most noticeable of which is pictured. This cabinet went with an older type of file that attached had a tab on the bottom with a hole, through which ran a metal rod to secure them in place. You retrofit this easily by purchasing metal stands to accomodate modern hanging files.

158 lb

Number of Items in Set: 1
Number of Separate Pieces or Parts: 1",1250,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/baf83e18-6d92-4c3f-8955-1d7d328b5d58/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-8267', 'https://chairish-prod.freetls.fastly.net/image/product/sized/90f3514a-8718-4c5c-a906-0a6983c109f2/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-3800', 'https://chairish-prod.freetls.fastly.net/image/product/sized/02ff319f-da96-4d6c-85ea-5f153392f167/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-5707', 'https://chairish-prod.freetls.fastly.net/image/product/sized/09b4dc63-fbed-4ec8-8f19-9a22a9430a61/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-2773', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5bec7ead-3f3f-42f7-a972-960d74fa2e40/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-6825', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b9da9d71-0403-497e-931c-7c8e41cdf804/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-9121', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6ef4c567-ad9e-4eac-bf41-2dbe360dd6bc/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-4964', 'https://chairish-prod.freetls.fastly.net/image/product/sized/127808f9-e2c8-4ba1-a413-9364e6b40f47/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-7945', 'https://chairish-prod.freetls.fastly.net/image/product/sized/93868417-3f09-4195-a4aa-633368937fe3/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-6894', 'https://chairish-prod.freetls.fastly.net/image/product/sized/baf83e18-6d92-4c3f-8955-1d7d328b5d58/antique-quartersawn-golden-tiger-oak-4-drawer-filing-cabinet-8267']",Furniture,Casegoods & Storage,Globe Wernicke,19,52,28,"Richmond, CA"
11804640,Vintage Pineapple Finial Full-Sized Headboard and Footboard for Refinishing,"This mahogany pineapple finial headboard and footboard may have seen better days, but boy does it have great bones and quality construction. Just look at that shapely silhouette. Will you be the one to bring it back to it&#x27;s former glory?

Middle of headboard height (bed): 37.5
Bottom of headboard height (bed): 21.75

ITEM DIMENSIONS (in inches)
Width: 58
Depth: 6.5
Height or Length: 38

SHIPPING DIMENSIONS (in inches)
Shipping Width: 58
Shipping Depth: 6.5
Shipping Height or Length: 38

41 lb

Number of Items in Set: 1
Number of Separate Pieces or Parts: 2

Headboard(s): 3.25&quot;L by 58&quot;W by 38&quot;H, 22.6 lb
Footboard(s): 3.25&quot;L by 58&quot;W by 28.25&quot;H, 17.8 lb",385,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/44240098-f6f5-4dc5-874c-8d164629cd81/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-8630', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0ea8e859-c683-4938-b82c-9d74c05d732b/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-1215', 'https://chairish-prod.freetls.fastly.net/image/product/sized/54df3de8-56ed-41fb-bc7e-7949a799413a/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-5522', 'https://chairish-prod.freetls.fastly.net/image/product/sized/aa75b704-3176-4c74-a0da-bffcc701d6c9/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-1628', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c025bc36-e184-4bc1-953e-9eb9cc926243/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-0197', 'https://chairish-prod.freetls.fastly.net/image/product/sized/af6c7427-261c-45ae-a188-f2b872efdadc/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-1794', 'https://chairish-prod.freetls.fastly.net/image/product/sized/015f132d-da1d-4d99-8ff3-97e26e34b5b4/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-6626', 'https://chairish-prod.freetls.fastly.net/image/product/sized/db2de0c9-79ef-49eb-9209-132cefb8cbd5/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-1098', 'https://chairish-prod.freetls.fastly.net/image/product/sized/44240098-f6f5-4dc5-874c-8d164629cd81/vintage-pineapple-finial-full-sized-headboard-and-footboard-for-refinishing-8630']",Furniture,Beds,,58,38,6,"Richmond, CA"
8274266,Vintage Matching Headboard With Curved Footboard in White With Blue Accents,"This incredible relic from the past will transport you to days gone by. With a high gloss white finish, a soft, baby blue accent, and darling and dainty little yellow flowers centered on each piece, you&#x27;ll just love the femininity it brings to your room.

ITEM DIMENSIONS (in inches)
Width: 57
Depth: 8.75
Height or Length: 51.6

SHIPPING DIMENSIONS (in inches)
Shipping Width: 57
Shipping Depth: 10.5
Shipping Height or Length: 51.6

Condition: Wear consistent with age and use, Original finish, Please see photos. Photos are representative of the most noticeable blemishes and do not constitute a complete catalog of every flaw, This item would benefit from restoration and is being offered as found Since the footboard is curved, you&#x27;ll need to have side rails made to a custom length to have them be the right size for this bed. There is varying level of patina on the headboard, and it may benefit from more cleaning. We used a magic eraser.

80 lb

Number of Items in Set: 1
Number of Separate Pieces or Parts: 2

Headboard(s): 1.75&quot;L by 57&quot;W by 51.6&quot;H, 35 lb
Footboard(s): 8.75&quot;L by 57&quot;W by 33.5&quot;H, 40 lb",850,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/dcecfee8-c438-4342-9107-b44b6f4a1b4f/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-3521', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d9163825-fcca-4132-96bc-2108ecc26db5/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-8880', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6277ed71-4c30-4b1e-a314-f9b58eb1fcca/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-4059', 'https://chairish-prod.freetls.fastly.net/image/product/sized/521ba465-44a4-4890-9bc5-26f0ba6a7012/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-9727', 'https://chairish-prod.freetls.fastly.net/image/product/sized/02ca9d54-2014-459b-a2a1-321b27192420/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-6745', 'https://chairish-prod.freetls.fastly.net/image/product/sized/7797b9db-8428-4be5-a61e-e36c02f406fe/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-2671', 'https://chairish-prod.freetls.fastly.net/image/product/sized/cc3897ac-f663-4cf2-abe8-73f9ddfcf532/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-8914', 'https://chairish-prod.freetls.fastly.net/image/product/sized/675f486a-01b3-464d-8162-4f6ad302a7c8/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-1785', 'https://chairish-prod.freetls.fastly.net/image/product/sized/689bf8a5-3c01-4659-99c3-d480f7776696/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-1134', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f3319fd0-2e6a-4ac0-8353-1e095ef383d0/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-7206', 'https://chairish-prod.freetls.fastly.net/image/product/sized/15d7753f-996a-4ab1-9d05-c11045820626/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-8527', 'https://chairish-prod.freetls.fastly.net/image/product/sized/069cc2ba-620f-4d5b-a0f9-704dd4a4f91f/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-3567', 'https://chairish-prod.freetls.fastly.net/image/product/sized/dcecfee8-c438-4342-9107-b44b6f4a1b4f/vintage-matching-headboard-with-curved-footboard-in-white-with-blue-accents-3521']",Furniture,Beds,,57,51,8,"Richmond, CA"
11803979,Antique Full-Sized Cast Iron Chippy White Cottagecore Bedframe,"This unusual white cast iron antique bed has beautiful curving metal pieces framed in a simple yet elegant rectangle. We just love its unique design and we know you will too. Whether it&#x27;s for your rustic chic farmhouse or your cottage or granny core paradise, this bed is for you!

Space for mattress width (bed): 53.6-50.5
Space for mattress depth (bed): 74.25
Bottom of side rail to ground (bed): 11.4

ITEM DIMENSIONS (in inches)
Width: 54.25
Depth: 77
Height or Length: 49.5

SHIPPING DIMENSIONS (in inches)
Shipping Width: 73
Shipping Depth: 10
Shipping Height or Length: 49.5

Condition: Wear consistent with age and use, Please see photos. Photos are representative of the most noticeable blemishes and do not constitute a complete catalog of every flaw, &quot;Wear and patina are a part of the appeal of this piece. As such, no discounts will be given for flaws&quot;, It is not known whether this piece retains its original finish or whether it has been refinished in its liftetime Some bending of the metal especially in the headboard. Minor chips in the paint that we consider part of the patina and desirability of this piece

70 lb

Number of Items in Set: 1
Number of Separate Pieces or Parts: 4

Headboard: 2.75&quot;L by 54.25&quot;W by 49.5&quot;H, 22.8 lb
Footboard: 2.5&quot;L by 54&quot;W by 37.5&quot;H, 20.8 lb
Side Rails: 73&quot;L by 2&quot;W by 2.1&quot;H, 25 lb",750,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/2d1e2e41-303e-45d4-a9df-fe2dddd2ab4a/antique-full-sized-cast-iron-chippy-white-cottagecore-bedframe-7358', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3f0fe588-5706-4de9-9c8e-62cde5224d09/antique-full-sized-cast-iron-chippy-white-cottagecore-bedframe-9587', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5bdfe879-d86b-4ecf-836e-e082ef2998ea/antique-full-sized-cast-iron-chippy-white-cottagecore-bedframe-6627', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4c787c0d-2deb-4f8d-b339-e827fd0fec20/antique-full-sized-cast-iron-chippy-white-cottagecore-bedframe-8023', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e00a261f-e8db-469b-b6ba-9754342c5a04/antique-full-sized-cast-iron-chippy-white-cottagecore-bedframe-4031', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2d1e2e41-303e-45d4-a9df-fe2dddd2ab4a/antique-full-sized-cast-iron-chippy-white-cottagecore-bedframe-7358']",Furniture,Beds,,54,49,77,"Richmond, CA"
7871667,Vintage Cast Iron Happy Fisherman Buddha Table Lamp,"Introduce a captivating vintage cast iron Happy Fisherman Buddha Table Lamp that is believed to be a remarkable piece possibly from Gumps. This unique and delightful lamp showcases a harmonious fusion of artistic design and spiritual symbolism.

Crafted with precision and attention to detail, this cast iron lamp features a serene Buddha figure depicted as a happy fisherman. The intricate details and texture of the cast iron add depth and character to the lamp, while the antique finish enhances its vintage appeal.

This table lamp is perfect for creating a cozy ambiance in your living room, bedroom, or meditation space. The warm glow emitted from the lamp creates a tranquil and calming atmosphere, inviting relaxation and contemplation.

While the exact origins of this lamp cannot be confirmed, it resembles another similar vintagte buddha lamp we found for sale that was produced by the renowned Gumps brand. Gumps is known for their exquisite craftsmanship and commitment to delivering unique and high-quality pieces.

Embrace the serenity and charm of this Vintage Cast Iron Happy Fisherman Buddha Table Lamp, believed to possibly hail from Gumps, and let it infuse your space with a sense of tranquility and positive energy.

7 lb 0.2 oz",650,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/77d46fc5-aa4b-49b0-ab03-d0e86dd83486/vintage-cast-iron-happy-fisherman-buddha-table-lamp-8177', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d6e463d7-73d1-4a81-b7d4-1d5710f4e41b/vintage-cast-iron-happy-fisherman-buddha-table-lamp-4665', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f9ea422e-c928-4934-8343-45972a153dda/vintage-cast-iron-happy-fisherman-buddha-table-lamp-8780', 'https://chairish-prod.freetls.fastly.net/image/product/sized/3fda3a20-7acf-4ac0-98d8-37565652e845/vintage-cast-iron-happy-fisherman-buddha-table-lamp-7184', 'https://chairish-prod.freetls.fastly.net/image/product/sized/088f001c-6ad9-4c89-8cdc-8308a91efe03/vintage-cast-iron-happy-fisherman-buddha-table-lamp-2966', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e2c297d2-88ec-4f78-bfcb-b5ed73f8b743/vintage-cast-iron-happy-fisherman-buddha-table-lamp-0262', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6bdbb26c-708e-49eb-a4a6-84dcdde3a87e/vintage-cast-iron-happy-fisherman-buddha-table-lamp-0039', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b23b1bb4-e661-4400-9c38-f23eb8d8f2c8/vintage-cast-iron-happy-fisherman-buddha-table-lamp-3641', 'https://chairish-prod.freetls.fastly.net/image/product/sized/77d46fc5-aa4b-49b0-ab03-d0e86dd83486/vintage-cast-iron-happy-fisherman-buddha-table-lamp-8177']",Lighting,Lamps,,6,15,6,"Richmond, CA"
8284796,Substantial Vintage Postmodern Urn Shaped Off White Plaster Table Lamps - a Pair,"Introducing a pair of substantial vintage postmodern table lamps that will make a striking statement in any room. These urn-shaped lamps are crafted with meticulous attention to detail, showcasing a captivating blend of postmodern design elements and classic aesthetics.

With a textured plaster outer layer on the bases, these lamps exude an air of elegance and sophistication. The off-white color adds a touch of versatility, allowing them to seamlessly integrate into various interior design styles. The substantial size of the lamps commands attention, making them a focal point in your space.

With their unique design that somehow straddles the line between moder, postmodern, and traditional, these table lamps are ideal for adding a touch of artistic flair to your decor. Their urn-shaped silhouette adds a sense of grandeur, while the off-white finish brings a sense of lightness and neutrality to the room.

Whether you&#x27;re aiming for a postmodern, eclectic, or contemporary aesthetic, these vintage table lamps will effortlessly enhance your space. Elevate your home decor with the substantial beauty and timeless appeal of these Vintage Postmodern Urn Shaped Off White Plaster Table Lamps.

Lamp Shades
16&quot;W by 16&quot;D by 12.25&quot;H
1.32 lb and 1.28 lb

Bases
8.5&quot;W by 8.5&quot;D by 19.25&quot;H at top of socket
16.75&quot;H at top of neck
15.5&quot;H at bottom of neck",850,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/0c53f46a-3840-490a-94d5-32778a7bbbba/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-8914', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c99a39f6-7ad0-4d09-9360-f086800654d3/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-2982', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5fd97721-5c29-4db2-a4d5-b173883a9aec/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-3127', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bdbb967f-b5c8-49b8-a0e0-937c8d709160/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-2199', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f95ac0d0-a00e-4021-95d7-ddecf5e2df57/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-7169', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0db3e9e4-640c-46ec-afdf-13eb242c89d0/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-1921', 'https://chairish-prod.freetls.fastly.net/image/product/sized/fc12a2fb-8523-4225-849e-dc4a8382dfb1/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-1878', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0c53f46a-3840-490a-94d5-32778a7bbbba/substantial-vintage-postmodern-urn-shaped-off-white-plaster-table-lamps-a-pair-8914']",Lighting,Lamps,,16,28,16,"Richmond, CA"
2928110,Vintage 1930s Clear Bubble Glasses - Set of 5,"This lovely set of five tumblers has as much age character as it does age (and these glasses are OLD, so they are extra cool). Of unidentified manufacture and pattern and made from pressed and heavily leaded glass, they feature evenly spaced, inverted bubbles around the whole outside of each glass. They&#x27;re a classic and easy fit in your kitchen, and a great way to show off your class and style.",75,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/2991987b-ac61-44d7-a3b0-9711daa4af16/vintage-1930s-clear-bubble-glasses-set-of-5-8446', 'https://chairish-prod.freetls.fastly.net/image/product/sized/75208c3c-ee66-4102-8fab-f132953f31f5/vintage-1930s-clear-bubble-glasses-set-of-5-3127', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1534fbe1-92a0-4318-965f-2b0a25b912b2/vintage-1930s-clear-bubble-glasses-set-of-5-5694', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2991987b-ac61-44d7-a3b0-9711daa4af16/vintage-1930s-clear-bubble-glasses-set-of-5-8446']",Tableware & Barware,Glasses,,3,4,3,"Richmond, CA"
6572806,Vintage James Mont Style Moody Maximalist Chinoiserie Stone and Brass Floor Lamp,"Are you maximalist to the core?  Then wow do we have the most perfect floor lamp for you!  Featuring a green marble and patinated brass base with chinoiserie elements reminiscent of James Mont&#x27;s style.  Then, we topped it off with a pleated fabric shade which has had a lovely burgundy fringe added to the bottom.  Of course it can be style in a much more muted way with a different shade, or leave the shade it has and be that extra person you really are.  

21.4 lb",650,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/e6fa102c-9319-43ea-b0d7-3a88c170782b/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-5766', 'https://chairish-prod.freetls.fastly.net/image/product/sized/387a1b2d-463f-4fbc-b7c8-b09643500ca9/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-4700', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b3f2d19e-e90e-4230-ac9f-6b68277d2255/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-8808', 'https://chairish-prod.freetls.fastly.net/image/product/sized/72ba2816-c58f-4ce3-b533-c4aef0819a11/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-7645', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4d10020d-8328-4c26-8057-8d5376cdd2fc/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-0463', 'https://chairish-prod.freetls.fastly.net/image/product/sized/decd55d1-8ed1-46e7-8d06-ffcd78a284e8/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-2546', 'https://chairish-prod.freetls.fastly.net/image/product/sized/717dad2e-0781-473b-b152-d3358929242b/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-2197', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c164bd03-e7f7-46fd-818a-d8bea1aa9d46/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-2958', 'https://chairish-prod.freetls.fastly.net/image/product/sized/59644a07-4a85-4328-9da3-6af5e00353a0/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-8328', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b7f72680-4b6a-49da-af25-3a1d264a3f96/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-0494', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e6fa102c-9319-43ea-b0d7-3a88c170782b/vintage-james-mont-style-moody-maximalist-chinoiserie-stone-and-brass-floor-lamp-5766']",Lighting,Lamps,James Mont,18,63,18,"Richmond, CA"
